   2.1851159000000001e-01	   6.1158491799999999e-02	   4.2539181599999998e-01	
   2.2530203200000001e-01	   6.0445184300000003e-02	   4.3174176700000000e-01	
   2.3207651500000001e-01	   5.9888685499999997e-02	   4.3769466499999998e-01	
   2.3882599099999999e-01	   5.9517038400000000e-02	   4.4325599900000001e-01	
   2.4554317500000000e-01	   5.9352438399999999e-02	   4.4843593799999998e-01	
   2.5222025199999998e-01	   5.9414711900000000e-02	   4.5324772899999999e-01	
   2.5885730400000001e-01	   5.9705599800000002e-02	   4.5770992399999999e-01	
   2.6544674400000001e-01	   6.0236875400000001e-02	   4.6184029700000001e-01	
   2.7199408899999999e-01	   6.0993555200000001e-02	   4.6566037500000002e-01	
   2.7849330000000000e-01	   6.1977813600000001e-02	   4.6919032799999999e-01	
   2.8495109699999999e-01	   6.3167626099999999e-02	   4.7245087899999999e-01	
   2.9136581700000003e-01	   6.4553448599999994e-02	   4.7546219299999998e-01	
   2.9774041299999998e-01	   6.6117043200000003e-02	   4.7824348200000000e-01	
   3.0408094099999999e-01	   6.7835345199999994e-02	   4.8081157200000002e-01	
   3.1038202700000000e-01	   6.9702476700000002e-02	   4.8318633999999999e-01	
   3.1665423500000001e-01	   7.1689527200000006e-02	   4.8538042900000000e-01	
   3.2289912599999998e-01	   7.3781950400000004e-02	   4.8740839899999999e-01	
   3.2911403800000000e-01	   7.5971508100000001e-02	   4.8928679600000002e-01	
   3.3530750300000001e-01	   7.8236104500000000e-02	   4.9102414400000000e-01	
   3.4148172500000001e-01	   8.0563507899999998e-02	   4.9263132100000001e-01	
   3.4763574200000003e-01	   8.2946351200000004e-02	   4.9412092299999999e-01	
   3.5377316100000000e-01	   8.5372632899999995e-02	   4.9550109599999997e-01	
   3.5989794100000000e-01	   8.7831177199999999e-02	   4.9677833100000002e-01	
   3.6601192799999999e-01	   9.0314303100000007e-02	   4.9795996300000001e-01	
   3.7211620499999998e-01	   9.2815991700000003e-02	   4.9905332600000002e-01	
   3.7821054700000001e-01	   9.5332294700000000e-02	   5.0006656800000004e-01	
   3.8429944500000002e-01	   9.7854910599999997e-02	   5.0100196399999997e-01	
   3.9038436100000001e-01	   1.0037946600000000e-01	   5.0186423599999996e-01	
   3.9646667000000002e-01	   1.0290219400000000e-01	   5.0265758999999999e-01	
   4.0254766300000000e-01	   1.0541986500000000e-01	   5.0338576099999999e-01	
   4.0862850499999998e-01	   1.0792977099999999e-01	   5.0405211800000005e-01	
   4.1470866400000000e-01	   1.1043117700000001e-01	   5.0466184300000005e-01	
   4.2079115700000003e-01	   1.1292020999999999e-01	   5.0521493500000003e-01	
   4.2687696500000000e-01	   1.1539525800000000e-01	   5.0571360200000004e-01	
   4.3296700100000002e-01	   1.1785498699999999e-01	   5.0615975400000002e-01	
   4.3906211400000000e-01	   1.2029831400000000e-01	   5.0655502600000002e-01	
   4.4516309599999998e-01	   1.2272437100000000e-01	   5.0690080599999998e-01	
   4.5127067799999998e-01	   1.2513248399999999e-01	   5.0719825799999996e-01	
   4.5738553500000001e-01	   1.2752214500000000e-01	   5.0744833600000006e-01	
   4.6350829100000002e-01	   1.2989299800000001e-01	   5.0765181199999998e-01	
   4.6963951399999998e-01	   1.3224481900000001e-01	   5.0780928199999997e-01	
   4.7577972299999999e-01	   1.3457749999999999e-01	   5.0792119300000005e-01	
   4.8192899700000003e-01	   1.3689139000000000e-01	   5.0798850900000003e-01	
   4.8808816900000002e-01	   1.3918621700000000e-01	   5.0801073699999999e-01	
   4.9425767300000001e-01	   1.4146210600000000e-01	   5.0798783599999997e-01	
   5.0043783399999997e-01	   1.4371932300000001e-01	   5.0791977200000005e-01	
   5.0662892900000001e-01	   1.4595820200000001e-01	   5.0780641999999998e-01	
   5.1283119499999996e-01	   1.4817914400000001e-01	   5.0764757000000005e-01	
   5.1904482500000004e-01	   1.5038261100000000e-01	   5.0744293799999995e-01	
   5.2526996800000003e-01	   1.5256912100000000e-01	   5.0719217200000000e-01	
   5.3150673500000001e-01	   1.5473924700000000e-01	   5.0689485999999995e-01	
   5.3775519400000005e-01	   1.5689361299999999e-01	   5.0655053800000005e-01	
   5.4401537099999997e-01	   1.5903289500000001e-01	   5.0615869599999996e-01	
   5.5028725199999995e-01	   1.6115781600000001e-01	   5.0571878199999998e-01	
   5.5657078299999996e-01	   1.6326914900000000e-01	   5.0523021000000001e-01	
   5.6286586699999996e-01	   1.6536771400000000e-01	   5.0469236500000003e-01	
   5.6917236800000004e-01	   1.6745437899999999e-01	   5.0410460599999996e-01	
   5.7549010700000003e-01	   1.6953006200000001e-01	   5.0346627300000002e-01	
   5.8181886400000005e-01	   1.7159572800000000e-01	   5.0277669000000003e-01	
   5.8815837500000001e-01	   1.7365239199999999e-01	   5.0203516699999995e-01	
   5.9450833700000005e-01	   1.7570112199999999e-01	   5.0124101099999996e-01	
   6.0086839900000000e-01	   1.7774303599999999e-01	   5.0039352199999998e-01	
   6.0723816900000005e-01	   1.7977930900000000e-01	   4.9949199900000002e-01	
   6.1361720900000005e-01	   1.8181116999999999e-01	   4.9853574600000000e-01	
   6.2000503200000001e-01	   1.8383990700000000e-01	   4.9752407500000001e-01	
   6.2640110800000004e-01	   1.8586686899999999e-01	   4.9645630400000001e-01	
   6.3280485399999997e-01	   1.8789346800000001e-01	   4.9533176899999998e-01	
   6.3921563800000003e-01	   1.8992118199999999e-01	   4.9414982099999999e-01	
   6.4563277799999996e-01	   1.9195155600000000e-01	   4.9290983199999999e-01	
   6.5205553500000002e-01	   1.9398620999999999e-01	   4.9161119599999997e-01	
   6.5848311599999998e-01	   1.9602683500000001e-01	   4.9025333799999998e-01	
   6.6491466799999999e-01	   1.9807520200000001e-01	   4.8883571199999998e-01	
   6.7134927899999997e-01	   2.0013316600000000e-01	   4.8735780699999998e-01	
   6.7778597500000004e-01	   2.0220266300000000e-01	   4.8581915399999998e-01	
   6.8422371199999998e-01	   2.0428572100000000e-01	   4.8421932499999998e-01	
   6.9066137999999999e-01	   2.0638446099999999e-01	   4.8255794099999999e-01	
   6.9709779599999999e-01	   2.0850109999999999e-01	   4.8083467800000002e-01	
   7.0353169999999998e-01	   2.1063795599999999e-01	   4.7904927000000003e-01	
   7.0996188800000004e-01	   2.1279733700000000e-01	   4.7720112100000001e-01	
   7.1638703800000003e-01	   2.1498169300000000e-01	   4.7528978000000000e-01	
   7.2280545100000004e-01	   2.1719383100000000e-01	   4.7331570800000000e-01	
   7.2921552099999998e-01	   2.1943651600000000e-01	   4.7127892399999999e-01	
   7.3561554500000004e-01	   2.2171263399999999e-01	   4.6917954099999998e-01	
   7.4200371300000001e-01	   2.2402519600000001e-01	   4.6701777400000000e-01	
   7.4837810699999996e-01	   2.2637734500000001e-01	   4.6479395400000001e-01	
   7.5473669200000004e-01	   2.2877235200000001e-01	   4.6250853400000003e-01	
   7.6107731199999995e-01	   2.3121362500000001e-01	   4.6016210600000002e-01	
   7.6739768100000005e-01	   2.3370470800000001e-01	   4.5775541100000000e-01	
   7.7369538000000004e-01	   2.3624928300000000e-01	   4.5528935399999998e-01	
   7.7996784699999999e-01	   2.3885117000000000e-01	   4.5276502200000002e-01	
   7.8621237200000005e-01	   2.4151432500000000e-01	   4.5018369499999999e-01	
   7.9242697200000001e-01	   2.4424224999999999e-01	   4.4754315500000003e-01	
   7.9860776000000000e-01	   2.4703979800000000e-01	   4.4484844099999998e-01	
   8.0475151099999997e-01	   2.4991135000000000e-01	   4.4210161500000000e-01	
   8.1085484100000005e-01	   2.5286139899999999e-01	   4.3930496299999999e-01	
   8.1691418599999999e-01	   2.5589455000000000e-01	   4.3646107400000000e-01	
   8.2292579700000001e-01	   2.5901550499999998e-01	   4.3357287400000000e-01	
   8.2888574000000004e-01	   2.6222904899999999e-01	   4.3064364700000002e-01	
   8.3479081799999999e-01	   2.6553970300000002e-01	   4.2767135200000000e-01	
   8.4063568000000000e-01	   2.6895287400000001e-01	   4.2466562000000002e-01	
   8.4641580400000005e-01	   2.7247349100000001e-01	   4.2163106400000000e-01	
   8.5212648999999996e-01	   2.7610646900000002e-01	   4.1857276700000001e-01	
   8.5776286999999996e-01	   2.7985666599999998e-01	   4.1549631900000000e-01	
   8.6332039699999996e-01	   2.8372900299999998e-01	   4.1240288899999999e-01	
   8.6879336799999995e-01	   2.8772820500000001e-01	   4.0930300200000003e-01	
   8.7417634200000005e-01	   2.9185867900000001e-01	   4.0620539700000002e-01	
   8.7946394400000005e-01	   2.9612459600000002e-01	   4.0311803400000001e-01	
   8.8465082399999995e-01	   3.0053009000000003e-01	   4.0004706000000001e-01	
   8.8973141800000000e-01	   3.0507881700000000e-01	   3.9700155900000000e-01	
   8.9470019400000000e-01	   3.0977344499999998e-01	   3.9399463400000001e-01	
   8.9955188399999997e-01	   3.1461642499999998e-01	   3.9103667399999997e-01	
   9.0428129700000004e-01	   3.1960998099999999e-01	   3.8813688899999998e-01	
   9.0888352400000005e-01	   3.2475512600000001e-01	   3.8530800799999998e-01	
   9.1335409099999998e-01	   3.3005194700000001e-01	   3.8256341399999999e-01	
   9.1768885200000005e-01	   3.3550006799999998e-01	   3.7991513799999999e-01	
   9.2188418699999997e-01	   3.4109811200000001e-01	   3.7737597699999997e-01	
   9.2593710200000001e-01	   3.4684368500000001e-01	   3.7495907699999997e-01	
   9.2984509000000004e-01	   3.5273381700000001e-01	   3.7267651299999999e-01	
   9.3360645399999997e-01	   3.5876437700000002e-01	   3.7054088299999999e-01	
   9.3722087399999998e-01	   3.6492931200000001e-01	   3.6856652499999998e-01	
   9.4068744299999996e-01	   3.7122416800000002e-01	   3.6676169900000000e-01	
   9.4400644800000000e-01	   3.7764288899999998e-01	   3.6513632800000001e-01	
   9.4717952800000005e-01	   3.8417787399999997e-01	   3.6370112999999998e-01	
   9.5021014999999998e-01	   3.9081954600000002e-01	   3.6246769400000001e-01	
   9.5309907699999996e-01	   3.9756289400000000e-01	   3.6143843100000000e-01	
   9.5584923700000002e-01	   4.0440021300000001e-01	   3.6061907599999998e-01	
   9.5846407899999997e-01	   4.1132366599999998e-01	   3.6001423199999999e-01	
   9.6094922100000002e-01	   4.1832324500000001e-01	   3.5962978899999998e-01	
   9.6331028100000005e-01	   4.2538972400000002e-01	   3.5946901999999997e-01	
   9.6554935099999994e-01	   4.3251870700000000e-01	   3.5952915099999999e-01	
   9.6767112799999999e-01	   4.3970297600000002e-01	   3.5981017199999998e-01	
   9.6968044099999995e-01	   4.4693563500000000e-01	   3.6031111999999998e-01	
   9.7158218100000004e-01	   4.5421017000000002e-01	   3.6103015599999999e-01	
   9.7338123799999998e-01	   4.6152048400000001e-01	   3.6196465200000000e-01	
   9.7508243900000002e-01	   4.6886093600000001e-01	   3.6311129199999997e-01	
   9.7669049399999996e-01	   4.7622635000000002e-01	   3.6446616199999998e-01	
   9.7820995700000002e-01	   4.8361203100000000e-01	   3.6602485400000001e-01	
   9.7964518099999998e-01	   4.9101376400000002e-01	   3.6778255900000001e-01	
   9.8100029099999997e-01	   4.9842779999999998e-01	   3.6973415700000001e-01	
   9.8227915899999996e-01	   5.0585084800000002e-01	   3.7187430100000002e-01	
   9.8348538699999999e-01	   5.1328005399999999e-01	   3.7419750099999999e-01	
   9.8462229800000001e-01	   5.2071297200000000e-01	   3.7669818599999999e-01	
   9.8569292500000005e-01	   5.2814754500000005e-01	   3.7937077400000002e-01	
   9.8670001699999998e-01	   5.3558207000000002e-01	   3.8220972399999997e-01	
   9.8764603799999995e-01	   5.4301517300000002e-01	   3.8520957800000000e-01	
   9.8853317299999999e-01	   5.5044577800000005e-01	   3.8836500899999998e-01	
   9.8936334100000001e-01	   5.5787307500000005e-01	   3.9167084600000002e-01	
   9.9013820100000005e-01	   5.6529649500000001e-01	   3.9512209900000000e-01	
   9.9087120799999995e-01	   5.7270625900000005e-01	   3.9871397100000000e-01	
   9.9155816500000005e-01	   5.8010682800000002e-01	   4.0244105800000002e-01	
   9.9219572800000000e-01	   5.8750170599999996e-01	   4.0629879200000002e-01	
   9.9278466899999995e-01	   5.9489108800000001e-01	   4.1028297600000002e-01	
   9.9332556100000002e-01	   6.0227529700000004e-01	   4.1438965799999999e-01	
   9.9383441200000000e-01	   6.0964353999999998e-01	   4.1861322099999998e-01	
   9.9430851399999998e-01	   6.1699895299999996e-01	   4.2294967200000000e-01	
   9.9473769800000000e-01	   6.2434965700000000e-01	   4.2739677100000001e-01	
   9.9512185399999997e-01	   6.3169637599999995e-01	   4.3195149199999999e-01	
   9.9548046899999998e-01	   6.3902659600000000e-01	   4.3660715900000002e-01	
   9.9580992400000001e-01	   6.4634389699999995e-01	   4.4136095100000000e-01	
   9.9609570300000005e-01	   6.5365875600000001e-01	   4.4621302099999999e-01	
   9.9634140599999998e-01	   6.6096937899999997e-01	   4.5116020099999998e-01	
   9.9657980300000004e-01	   6.6825562100000002e-01	   4.5619181399999997e-01	
   9.9677478399999997e-01	   6.7554148400000003e-01	   4.6131415799999997e-01	
   9.9692542699999998e-01	   6.8282795299999999e-01	   4.6652568900000002e-01	
   9.9707718499999998e-01	   6.9008789699999995e-01	   4.7181146099999999e-01	
   9.9718625299999997e-01	   6.9734899100000003e-01	   4.7718172700000000e-01	
   9.9725398200000004e-01	   7.0461079100000001e-01	   4.8263465100000003e-01	
   9.9732518000000003e-01	   7.1184771400000002e-01	   4.8815437499999997e-01	
   9.9735098300000002e-01	   7.1908911900000005e-01	   4.9375466499999998e-01	
   9.9735058300000001e-01	   7.2632441500000000e-01	   4.9942797200000000e-01	
   9.9734125900000004e-01	   7.3354467099999998e-01	   5.0516683900000003e-01	
   9.9728468900000000e-01	   7.4077189300000001e-01	   5.1098333100000004e-01	
   9.9722836699999995e-01	   7.4798056300000004e-01	   5.1685937800000004e-01	
   9.9713848000000005e-01	   7.5518985199999999e-01	   5.2280599600000000e-01	
   9.9701934199999998e-01	   7.6239788300000000e-01	   5.2882077500000002e-01	
   9.9689825399999998e-01	   7.6959097499999995e-01	   5.3489234100000005e-01	
   9.9672686200000005e-01	   7.7679485999999998e-01	   5.4103857099999997e-01	
   9.9657064500000003e-01	   7.8397650799999996e-01	   5.4723299199999997e-01	
   9.9636906500000000e-01	   7.9116734600000005e-01	   5.5349893900000002e-01	
   9.9616230900000002e-01	   7.9834770899999996e-01	   5.5981964299999998e-01	
   9.9593244800000003e-01	   8.0552712599999998e-01	   5.6620182399999996e-01	
   9.9568010699999998e-01	   8.1270577300000002e-01	   5.7264479499999998e-01	
   9.9542397299999996e-01	   8.1987530200000003e-01	   5.7914012999999998e-01	
   9.9513128799999995e-01	   8.2705177299999999e-01	   5.8570146300000003e-01	
   9.9485108899999997e-01	   8.3421282600000002e-01	   5.9230709299999995e-01	
   9.9452366599999997e-01	   8.4138661800000003e-01	   5.9898281799999997e-01	
   9.9422189999999999e-01	   8.4854047399999999e-01	   6.0569590299999998e-01	
   9.9386576699999996e-01	   8.5571103800000003e-01	   6.1248179800000002e-01	
   9.9354528499999994e-01	   8.6285884599999996e-01	   6.1929930000000000e-01	
   9.9316955799999995e-01	   8.7002446700000002e-01	   6.2618946300000000e-01	
   9.9283096299999996e-01	   8.7716840399999996e-01	   6.3310914799999995e-01	
   9.9243988100000002e-01	   8.8432969400000005e-01	   6.4009946500000003e-01	
   9.9208945400000004e-01	   8.9146954899999997e-01	   6.4711602099999999e-01	
   9.9168774400000004e-01	   8.9862704999999998e-01	   6.5420154399999997e-01	
   9.9133192900000000e-01	   9.0576274800000001e-01	   6.6130883900000004e-01	
   9.9092968500000000e-01	   9.1291500999999997e-01	   6.6848120099999997e-01	
   9.9056991400000005e-01	   9.2004869899999997e-01	   6.7567459200000002e-01	
   9.9017463699999997e-01	   9.2719561200000000e-01	   6.8292560199999996e-01	
   9.8981483900000000e-01	   9.3432853999999999e-01	   6.9019819400000004e-01	
   9.8943373599999995e-01	   9.4147035400000001e-01	   6.9751862799999997e-01	
   9.8907743800000003e-01	   9.4860407700000005e-01	   7.0486251899999997e-01	
   9.8871706400000003e-01	   9.5574152000000001e-01	   7.1224223200000003e-01	
   9.8836702799999998e-01	   9.6287802600000005e-01	   7.1964862699999999e-01	
   9.8803288499999997e-01	   9.7001241299999996e-01	   7.2707677299999995e-01	
   9.8769070199999998e-01	   9.7715423099999998e-01	   7.3453620500000005e-01	
   9.8738682700000002e-01	   9.8428756100000003e-01	   7.4200154699999998e-01	
   9.8705250899999997e-01	   9.9143785299999998e-01	   7.4950418799999996e-01	
